Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07004800,"BTC[0.0032211852324400],FTT[0.3615775820659191]"
07004811,"ETH[1.0000000000000000],JPY[75065.5544100000000000]"
07004826,"USD[0.0000045872342393],USDT[0.0000000085734797]"
07004841,"POLIS[85.3587926800000000],TRX[1.0000000000000000],USD[0.0000913242829784]"
07004845,"GHS[0.4992003490685000],USD[0.0144664851110518],USDT[0.0923322008017738]"
07004855,"EUR[1027.9684139300000000],FTT[10.1021306800000000],NIO[0.0025910000000000],USD[731.9732991635000000],USDC[100.0000000000000000]"
07004858,USDT[0.0351970240000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07004877,BTC[0.0000000041218450]
07004882,"DOGE[113.9772000000000000],USD[0.0564647400000000],XRP[0.9858000000000000]"
07004894,"TRX[2.6000160000000000],USDT[3.7300000000000000]"
07004925,"BUSD[228.5164259000000000],USD[0.0000000046928390]"
07004929,"BTC[0.0000001400000000],ETH[0.0000017600000000],GBP[8946.6856885564170138],USD[0.0010806280159678]"
07004944,USD[0.0390274200000000]
07004981,"AKRO[1.0000000000000000],BAO[10.0000000000000000],DENT[5.0000000000000000],DOGE[0.4557185400000000],ETHW[0.0008118100000000],FTT[0.0819872600000000],KIN[15.0000000000000000],PEOPLE[9.1700000000000000],SHIB[30363.2040472100000000],TRX[4.0000000000000000],UBXT[3.0000000000000000],USD[0.0000000080146011],USDC[348.5549807100000000],USDT[0.0000000017885120]"
07004982,"AUD[0.0000000013274468],ETH[0.0000000500000000],FTT[3.9122877600000000],LINK[15.7970451700000000],SOL[13.9179710400000000],SRM[68.3630972700000000],TRYB[0.0377046300000000],USD[0.0000000038754060],USDT[0.4876554774352321],XRP[0.4745976600000000]"
07005020,"TRX[0.0000020000000000],USDT[7.4000000000000000]"
07005037,"KIN[1.0000000000000000],USD[0.0000000001497606],XRP[23.0756329500000000]"
07005045,"AKRO[1.0000000000000000],BAO[2.0000000000000000],GBP[0.0000085247103260],KIN[1.0000000000000000],TRX[1.0000000000000000]"
07005048,"GBP[9.1141606684041043],USD[0.0000000078408013],USDT[0.0000000166003532]"
07005052,BRZ[1.0000000000000000]
07005057,"USD[0.0259156060000000],USDT[0.2665971300000000]"
07005083,"BTC[0.0000504682484141],ETH[0.0001292100000000],TRX[0.0000130000000000],USD[0.0049370542928269],USDT[0.0000000079866925]"
07005095,"BTC[0.0005000000000000],EUR[0.5497220050000000],USDT[0.0000000174080000]"
07005117,USDT[9754.3145523800000000]
07005122,FTT[204.8506000000000000]
07005145,AUD[0.2100888300000000]
07005200,"TRX[0.0000150000000000],USDT[0.0000000071281142]"
07005207,"AKRO[2.0000000000000000],BAO[8.0000000000000000],CAD[475.8062801428596965],DENT[1.0000000000000000],ETH[0.0427696400000000],HOLY[0.6864946000000000],KIN[5.0000000000000000],TRX[3.0000000000000000],USD[0.0000000082039104]"
07005233,"BTC[0.0000403800000000],USD[0.0140210485676492]"
07005253,"RSR[1.0000000000000000],TRX[1.0000000000000000],USD[0.0000000039632761],XRP[3897.1183681700000000]"
07005264,"DOGE[8.0000000000000000],USD[0.0000000081624072],USDT[0.0000000062822254]"
07005279,"TRX[0.0000240000000000],USD[0.3247114881758535],USDT[0.0000000013528794]"
07005296,"HOLY[11.0000000000000000],SECO[18.0000000000000000],SRM[17.0000000000000000],SWEAT[300.0000000000000000],USD[2.3711502140000000],USDT[0.0000000012126505]"
07005298,"BTC[0.1469000000000000],IMX[4439.9000000000000000],USD[0.0378468622850000],USDT[0.0026003200000000]"
07005302,"BRZ[0.0000000062384688],BTC[0.0000000056070121],ETH[0.0000000035122629],MATIC[3757.0025691560651681],USDT[0.0000000069500352]"
07005304,"BRZ[0.1600000000000000],USD[-0.0022246627577063]"
07005313,USDT[3.8537692330000000]
07005315,"HTBEAR[1900.0000000000000000],USD[202.30138271725000000000000000],USDT[0.0029000000000000]"
07005317,"BAO[2.0000000000000000],DENT[1.0000000000000000],NEAR[0.0000000028856840],TRX[0.0000180000000000],USD[0.0000021960638576],USDT[0.0000000275029803]"
07005324,"BTC[0.0009629600000000],ETH[0.0505239200000000],USD[0.0014389809957608]"
07005334,USDT[0.0000001000000000]
07005338,"BRZ[0.2715720762200000],ETH[0.0007484000000000]"
07005340,USD[0.0000000077729512]
07005350,USD[5.5191995000000000]
07005354,"FTT[3.0000000000000000],TRX[0.0000160000000000],USD[1.5699528950000000],USDT[0.0000000014957648]"
07005455,"CHF[0.0000083767909635],ETH[1.6785131300000000]"
07005465,"TRX[0.0000130000000000],USDT[2.0843770000000000]"
07005477,USD[0.0000000080550885]
07005489,"BTC[0.0000007400000000],RSR[1.0000000000000000],USDT[0.6619472202279680]"
07005491,"CRO[393.4221220200000000],KIN[1.0000000000000000],UBXT[1.0000000000000000],USDT[0.0000000086404740]"
07005501,"BNB[0.0000000048742200],BTC[0.0000000098723234],DOGE[14.3693070187376257],USDT[0.0000763352505913]"
07005503,"SOL[0.0001444400000000],USD[0.0000002957167328]"
07005532,USD[10.0000000000000000]
07005540,"ATLAS[13355.2715928000000000],AUD[0.0000000000232960],DENT[1.0000000000000000]"
07005565,"AKRO[1.0000000000000000],BAO[2.0000000000000000],BTC[0.0000000100000000],DENT[1.0000000000000000],ETH[0.0000007500000000],KIN[4.0000000000000000],RSR[1.0000000000000000],USD[0.0000083913259693],USDT[0.0000119993845790]"
07005571,"BAO[1.0000000000000000],CAD[0.0000000136988040],DENT[2.0000000000000000],KIN[1.0000000000000000],USD[6909.6627000351625343],USDT[0.0036922752462320],XRP[0.0000049400000000]"
07005575,"AVAX[0.0000000050300000],BNB[0.0000000072868440],ETH[0.0000000053960000],USD[0.0000014596215033]"
07005583,USD[0.0086557285350000]
07005584,"LTC[0.0052120300000000],USD[0.0000000050000000],USDT[0.0025249017702807]"
07005587,"BRL[97.0000000000000000],BTC[0.0018152500000000],SOL[4.3100000000000000],USD[0.0080490524391436],USDT[0.0007815440591724]"
07005602,"ETH[0.0221281000000000],USDT[42.8100000000000000]"
07005631,USD[0.0020375259200000]
07005644,"BAO[1.0000000000000000],FTT[0.8132007800000000],USDT[0.7100001217498166]"
07005648,"TRYB[1881.5424390000000000],USD[0.0710603500000000]"
07005650,TRX[0.3250870000000000]
07005659,AUD[62.8069915914160852]
07005665,"EUR[300.0000000000000000],USD[-144.6976530843500000]"
07005678,BTC[0.0000665500000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07005679,"BRL[16.0000000000000000],BRZ[0.9974146350176000],USD[0.0000000064362819]"
07005685,SOL[0.0000000081519172]
07005711,USD[0.0295808147500000]
07005729,USD[16.4102855175702000]
07005736,USDT[0.0000412927339326]
07005737,"USD[0.0000000108515504],USDT[16773.3977103208315082]"
07005740,USD[0.4388040000000000]
07005748,"TRX[0.0000590000000000],USD[851.66633479549033700000000000],USDT[0.0000000120808747]"
07005761,"GBP[0.0000638497419368],KIN[1.0000000000000000]"
07005766,"KIN[2.0000000000000000],USDT[0.0000048717561758],XRP[1.3581130100000000]"
07005768,"USD[0.0000000081312080],USDT[0.0000000041319254]"
07005770,USD[0.0000000040787016]
07005774,USDT[0.0001287447931102]
07005780,"BTC[0.0000000090220000],USD[0.0058762622165391],USDT[0.3242324780883072],XRP[0.0000000077309625]"
07005794,"ARS[0.0119963687197139],BTC[0.0000792100000000]"
07005799,"AKRO[2.0000000000000000],BAO[2.0000000000000000],CHF[0.0000000389895515],DENT[2.0000000000000000],EUR[0.0000001656474475],KIN[4.0000000000000000],SOL[23.3584536914029310],TRX[1.0000000000000000],UBXT[1.0000000000000000],XRP[0.0000000055863575]"
07005808,"TRX[0.0000200000000000],USD[0.0000000127352568],USDT[0.0000000054414327]"
07005861,"AKRO[3.0000000000000000],APT[0.0000747300000000],BAO[9.0000000000000000],BTT[0.0000000047470940],KIN[8.0000000000000000],TRX[132.7916084900949532],USD[0.0020320186854695],XRP[0.0041982516849198]"
07005894,"MATIC[-0.0000000124228578],USD[0.0000000342968781]"
07005898,AUD[100.0000000000000000]
07005910,"BTC[0.0167199300000000],CHZ[206.3011976300000000],LTC[1.5100510400000000],MXN[0.0000049411804174]"
07005920,USD[0.0000000091892408]
07005929,"BNB[0.0000000100000000],TONCOIN[0.0000000065073279],TRX[1.9986480699231648]"
07005932,USDT[198.5775650000000000]
07005940,"MPLX[0.8163240000000000],USD[0.0000003016805033]"
07005952,"TRX[0.0006740000000000],USDT[10419.4769000000000000]"
07005958,"AUD[0.0000000058329118],KIN[1.0000000000000000],TRX[1.0000000000000000],USDT[0.0000000045571950]"
07005967,"APT[1.0000000000000000],TRX[0.0000070000000000],USD[2.5382198500000000],USDT[0.0000000066588916]"
07005968,"ATLAS[113419.0069000000000000],AUD[0.0000059396570352],ETH[0.0459433100000000],USD[0.3525472717000000],USDT[0.3802720022551626]"
07005981,"TRX[1.0000000000000000],UBXT[1.0000000000000000],USDT[0.0000000058147192]"
07005991,ATOM[118.2818619157500000]
07006013,"AKRO[1.0000000000000000],APT[0.0000000052940143],BAO[2.0000000000000000],BNB[0.0000000018728337],CHF[0.6798230543627009],KIN[1.0000000000000000],LINK[-0.0248634533860903],MKR[-0.0002164711180368],RSR[1.0000000000000000],TRU[1.0000000000000000],UBXT[1.0000000000000000],USD[2172.4975098135247628]"
07006021,"EUR[88.4908607817100007],KIN[1.0000000000000000]"
07006031,"ETH[0.0000000050000000],MPLX[0.6553350000000000],TRX[173.0000000000000000],USD[0.0293992442800296],USDT[0.0739245045427504]"
07006040,USD[1.1458880200000000]
07006046,"SOL[0.0099300000000000],USD[0.0677912757485324],USDT[13.7505786475000000],XRP[0.9960000000000000]"
07006047,ETH[0.0052363500000000]
07006051,"TRX[0.0000010000000000],USD[0.0090084995000000]"
07006075,"BTC[0.0000500000000000],USD[0.0095113400000000]"
07006089,"AURY[47.9988000000000000],AVAX[7.0000000000000000],BRZ[0.3033056000000000],BUSD[192.9653264600000000],FTM[44.9910000000000000],FTT[10.2980000000630720],LINK[0.0960000000000000],SOL[0.5000000000000000],USD[0.0000000090000000]"
07006114,"DOGE[0.0138324200000000],TRX[15.4060960000000000],XRP[0.1050237400000000]"
07006117,USD[40.3272360000000000]
07006128,"TRX[0.0284000000000000],USD[0.0000000084169341],USDT[1215.2383847862811892]"
07006134,GBP[10.0000000000000000]
07006149,"AUDIO[1.0000000000000000],BAO[2.0000000000000000],DOGE[0.0000000021355542],FTT[17866.2606274569491706],GRT[1.0000000000000000],UBXT[1.0000000000000000],XRP[13606.5190630938165536]"
07006153,XRP[50.0000000000000000]
07006166,"BRZ[0.0133523000000000],TRX[0.0000680000000000],USDT[0.0000000055724980]"
07006169,"USDT[0.1391310000000000],XRP[0.0000000076691648]"
07006172,XRP[21026.8846592300000000]
07006180,SHIB[45261385.2803520700000000]
07006194,"ETH[0.0005663500000000],USDT[39.1921600000000000]"
07006204,"ALGO[18054.0211875100000000],DOGE[3514.4251262500000000],FTM[2491.3677897900000000],GALA[461017.1892113800000000],WRX[10852.3801057800000000],XRP[2876.7621295000000000]"
07006208,"BTC[0.0122585703831897],DOGE[1582.6841791000000000],FTT[2.2964670900000000],GALA[4402.5464793780000000],SAND[115.5471851900000000],TRX[0.0138574800000000],USDT[0.0000962349849443],XRP[11037.7289282600000000]"
07006217,"TRX[0.0000070000000000],USD[0.9162284494334400],USDT[0.0078891998093708]"
07006220,"BNB[0.0043976286567632],LTC[0.0007376745430000]"
07006234,USD[0.0000019624691408]
07006258,USDT[90.4021580000000000]
07006262,XRP[1.2437715500000000]
07006279,"BRL[209.7900000000000000],BRZ[0.0047333100000000],TRX[0.0000330000000000],USDT[0.0000000032823680]"
07006289,XRP[50724.3294370200000000]
07006314,"FTM[5.2877035100000000],USD[0.0000000100173508],USDT[0.0000000002589608]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07006315,"BRL[552.2600000000000000],BRZ[0.0031065600000000],TRX[0.0000750000000000],USDT[0.0000000051972593]"
07006329,XRP[16900.5864570600000000]
07006331,USD[20.1409504300000000]
07006334,USDT[1.4672914600000000]
07006349,USD[500.0100000000000000]
07006351,"TRX[0.1400000000000000],USDT[0.0000000001544015]"
07006363,USD[200.0100000000000000]
07006368,"EUR[0.1110140320000000],KIN[1.0000000000000000]"
07006384,"BNB[0.8163412590361245],USD[0.0000044457091550]"
07006400,TRX[0.0000170000000000]
07006404,"BTC[0.0000000070000000],ETH[0.0000000043777122],USD[1.9850591575000000]"
07006410,"BTC[-0.0000000436046524],USD[61.8717978729658456],USDT[0.0000284417842619],XRP[2.0026773444536420]"
07006434,USD[10007.0334888600000000]
07006443,USD[393.1197718200000000]
07006446,"AKRO[2.0000000000000000],BAO[1.0000000000000000],CHZ[1.0000000000000000],DENT[3.0000000000000000],DOGE[1.0000000000000000],FIDA[1.0000000000000000],FRONT[1.0000000000000000],FTT[693.4159808600000000],MATH[1.0000000000000000],MATIC[1.0000000000000000],RSR[2.0000000000000000],SECO[1.0000639100000000],TOMO[1.0000000000000000],TRX[1.0004014200000000],UBXT[3.0000000000000000],USD[0.0000000232837662],XRP[10005.5552456200000000]"
07006460,"FTT[25.9948120000000000],TRX[0.0000130000000000],USD[217.8528317440000000],XRP[0.5084780000000000]"
07006464,"TRX[0.0000010000000000],USDT[201.1153300000000000]"
07006465,"ARS[0.0196844591849916],BAO[1.0000000000000000],TRX[104.0787227500000000],USD[0.0029679800000000],USDT[0.0000026927934398]"
07006474,USD[0.0916505700000000]
07006476,"TRX[0.0000130000000000],USD[0.0070001386000000],USDT[0.0000000056241437]"
07006493,USD[100.0000000000000000]
07006503,"BTC[0.0000120400000000],USDT[0.0929285000000000]"
07006516,"BNB[0.0000000046553762],DOGE[0.0000000057400000],ETH[0.0000000100000000],TRX[0.8002719600000000],USDT[0.0000000065090665]"
07006525,"BTC[0.0000000017400000],TRX[0.3118293810000000],USDT[1.0428972380675800]"
07006540,"BTC[0.0000122900000000],XRP[0.0000000066176000]"
07006544,"BNB[0.0100481000000000],BTC[0.2108920900000000],LINK[1127.7174642800000000]"
07006546,"FTT[54.1562128700000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.3066643078389039],XRP[0.8139703200000000]"
07006547,"ETH[609.9876230975000000],FTT[3999.6200000000000000],TRX[5064.0000400000000000],USD[-9325.9772859691464804],USDT[101724.7247552722976876]"
07006555,XRP[1.3998080000000000]
07006557,"DYDX[0.0318324100000000],SNX[672.7000000000000000],USD[0.0340686135000000]"
07006566,USD[80.0232071940000000]
07006592,"RSR[101.4019290700000000],SHIB[98732.9114549200000000],SWEAT[26.0347494000000000]"
07006611,"BAO[1.0000000000000000],BTC[0.0000000100000000],GBP[0.0000831200000000],KIN[5.0000000000000000],SNY[0.0012209500000000],USD[51.6712028174242018]"
07006623,JPY[225.2585200000000000]
07006635,"BNB[0.0005000000000000],TRX[0.5238690000000000],USD[0.0000000027500000]"
07006636,"BTC[0.0000115300000000],SAND[0.0041921132245200],XRP[0.0000000074450000]"
07006639,"BAO[1.0000000000000000],USDT[0.0259843603766710]"
07006641,USD[0.0009050634586380]
07006643,XRP[49554.5448826400000000]
07006645,"ETH[0.0018819600000000],FTT[25.0000000100000000],USD[-0.5794513260230117]"
07006663,XRP[9767.6187619800000000]
07006680,ETH[0.0000100000000000]
07006684,"BTC[0.0000313700000000],TRX[1124.7965220200000000],XRP[21948.4764458700000000]"
07006690,USDT[0.0041386023403690]
07006699,"USD[0.0000000056110400],USDT[0.5898576627671553]"
07006706,"BAO[3.0000000000000000],BNB[0.0000000100000000],DENT[1.0000000000000000],KIN[2.0000000000000000],TRX[1.0000000000000000],USDT[0.0466197737218705],VND[0.0001050931106130]"
07006711,"APT[1.0640811700000000],USD[0.0000000708990892]"
07006713,"USD[1.0518003000000000],USDC[4220.0000000000000000],USDT[0.0026979800000000]"
07006724,WRX[0.0934552000000000]
07006734,"AUD[0.0000000219944776],USDT[1.0000000094056845]"
07006746,"TRX[0.0000070000000000],USDT[9657.6586947100000000]"
07006753,"BUSD[10048.8800000000000000],USD[0.0093745286000000],USDT[0.0947659300000000]"
07006762,"BNB[0.0000000080919200],TRX[0.0000160000000000],USD[0.0000000015567649],USDT[0.0000000078952252]"
07006765,XRP[25016.5473055200000000]
07006766,"USD[0.0000000198644783],USDT[131.3374851100000000]"
07006770,"BNB[0.0000020300000000],TRX[0.0000210000000000],USD[0.0000006555884323]"
07006782,"USD[8292.5806064300000000],USDT[0.0027399900000000]"
07006790,ETH[0.0040000100000000]
07006794,"ETH[0.0005168200000000],USD[15.2916021605000000]"
07006796,"GBP[0.9992000000000000],USD[61.6762236475000000]"
07006799,"BTC[0.0001000000000000],USD[0.2969094207006720]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07006801,USD[0.0001218061306400]
07006811,"BTC[0.0000191000000000],LINK[0.0004916600000000],MATIC[679.4695578500000000],WRX[0.0012435900000000],XRP[1.3808419900000000]"
07006816,"USD[145.0347626552500000],USDC[9468.3122395100000000]"
07006835,"AUD[0.0037177038758352],USDT[0.0016302243949491]"
07006844,"AKRO[2.0000000000000000],FTT[246.2629357300000000],KIN[2.0000000000000000],SOL[0.0002651300000000],TRX[0.8138280000000000],UBXT[1.0000000000000000],USD[0.4197482132156685],USDT[0.7086090813321900]"
07006861,TRX[0.0000000100000000]
07006862,"BTC[0.0231571800000000],ETH[1.7390819100000000],USDT[0.0834579600000000]"
07006864,"FTT[4.6000000000000000],USD[1.7813919505100000]"
07006865,"USD[692.3150188022460250],USDT[0.0081601700000000]"
07006868,TRX[0.0000010000000000]
07006869,"FTT[4.4000000000000000],USD[9.2580832955000000]"
07006870,"DOGE[59870.7292935800000000],XRP[0.0928602900000000]"
07006875,"ETH[0.0000000099961400],XRP[0.0000000100000000]"
07006876,"FTT[0.1000000000000000],USD[1.2096918775000000]"
07006878,XRP[1.0924923300000000]
07006884,"ETH[0.0000000095480000],SHIB[6900000.0000000000000000],USD[1.0000780238000000],USDC[81.4160000000000000],USDT[0.0000000100000000]"
07006890,"BTC[0.0004998000000000],SOL[0.0065000000000000],USDT[10.4163645400000000]"
07006891,"TRX[0.0000170000000000],USDT[9427.3489631000000000]"
07006896,"AKRO[1.0000000000000000],DENT[1.0000000000000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[796.8788977631687314]"
07006911,"FTT[0.0000000100000000],USD[0.0000000027601024],USDT[0.0000000012744704]"
07006921,JPY[0.6616017143561600]
07006928,USD[1.0000000000000000]
07006932,"BAO[2.0000000000000000],EUR[0.0000000095729806],UBXT[1.0000000000000000],USD[6.8417949100510346],VND[0.0000000079588204]"
07006944,"KIN[1.0000000000000000],USDT[3602.1421725540000000]"
07006945,"AKRO[1.0000000000000000],ETH[0.0844267900000000],FTT[7.8434944200000000],KIN[1.0000000000000000],TRX[0.8449600000000000],USD[0.0000055289072337]"
07006950,"KIN[1.0000000000000000],SHIB[1080108.0108010800000000],USDT[0.0100000000000012]"
07006973,"TRX[0.0000090000000000],USDT[35.0687879000000000]"
07006996,"PERP[0.0172812600000000],USD[0.0096417300800000]"
07007011,"USD[0.0000000086199930],USDC[972.7662378400000000],USDT[0.0000000017394930]"
07007029,"BNB[0.0000000091584063],DOGE[0.0000000052409612]"
07007030,"TRX[0.0000740000000000],USDT[24.5910000000000000]"
07007033,"BTC[0.0040610000000000],DOT[5.8290000000000000],SOL[15.4510043900000000]"
07007042,"LINK[0.0010841000000000],MANA[0.0339164700000000],XRP[0.1229065918928204]"
07007043,"USD[100.7410367757243636],USDT[0.3842698600000000]"
07007049,USDT[10042.3381496600000000]
07007050,ETH[0.0000000032400000]
07007054,USDT[0.0001000645565557]
07007082,"USD[739.8096846800000000],USDT[0.0003526264580338]"
07007089,"BUSD[403.9494372100000000],USD[0.0000000025000000],USDT[31.0000000000000000]"
07007112,"AKRO[1.0000000000000000],BAO[2.0000000000000000],FTT[14.4264411000000000],KIN[2.0000000000000000],TRX[11239.2616300600000000],USD[0.0000000134078351],XRP[23090.2945790900000000]"
07007119,"SAND[0.0000000087236000],USD[0.0002196500000000]"
07007125,USDT[0.0000000029625347]
07007159,USD[0.0000331900000000]
07007169,USDT[0.0000000074293950]
07007171,"BNB[0.0000000182462800],TRX[0.0000150000000000],USD[0.0000000008880136]"
07007181,"BTC[0.0000000009506412],ETH[1.0674011100000000],EUR[0.0075809800000000],FTM[1355.7108323800000000],REN[179.4770239200000000],XRP[380.2891583900000000]"
07007209,"TRX[0.0000040000000000],USDT[1.1100000053016900]"
07007213,"BUSD[170000.0000000000000000],FTT[165.0000000000000000],USD[850.9764948000000000]"
07007218,"USD[0.0347548288500000],USDT[0.0000000077093432]"
07007222,"USD[0.0000000067440472],USDT[0.0000000088436096]"
07007235,"USD[0.0000000050684930],USDT[7.3956773800000000]"
07007236,"DENT[2.0000000000000000],KIN[1.0000000000000000],SOL[0.0000000011410169],UBXT[2.0000000000000000],USDT[0.0000045421405066]"
07007237,"USD[0.0000000146162080],USDT[0.0000000049781625]"
07007257,"BAO[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000558278481560]"
07007277,USDT[0.0000002089525306]
07007309,"BTC[0.0122888100000000],USD[2086.49269708649298140000000000],XRP[645.2965861100000000]"
07007324,"MATIC[1.0000182600000000],TOMO[1.0000000000000000],USD[0.0000000123139949],USDT[0.0000000056258797]"
07007352,"USD[0.0012191191254102],USDT[0.5683434576000000]"
07007356,"TRX[0.0000120035200000],USDT[9.7415570467039033]"
07007358,"BTC[0.0009998000000000],USD[6426.2373270000000000]"
07007371,XRP[100215.6482123400000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07007398,"LTC[0.0000016500000000],TRX[0.0000140000000000],USD[0.0000000065928605],USDT[0.0000000007686993]"
07007403,"TRX[0.7500320000000000],USD[0.0000741624000000]"
07007411,"BTC[0.0031000000000000],ETH[0.8168460000000000],KSHIB[6550.0000000000000000],USD[1.0104147000000000]"
07007434,TRX[0.0000150000000000]
07007466,"ALGO[0.2000000000000000],USDT[4.2368751245668051]"
07007488,"AKRO[1.0000000000000000],DENT[1.0000000000000000],GBP[0.0000979884771109]"
07007492,"ACB[47.7089065600000000],AUD[0.0000000125290048],GOOGL[1.0000000000000000],TRX[2.0000000000000000]"
07007512,"GRT[4969.8595122400000000],NEAR[63.9710986000000000],SOL[25.1337161400000000],USDT[206.1529434400000000]"
07007542,"HNT[0.0954600000000000],USD[0.9049672780000000],XRP[221.9556000000000000]"
07007544,"AKRO[1.0000000000000000],BAO[1.0000000000000000],BAT[1.0000000000000000],DENT[1.0000000000000000],ETH[3.5277657300000000],KIN[1.0000000000000000],RSR[1.0000000000000000],RUNE[1.0007508300000000],UBXT[1.0000000000000000],USD[12273.8291037010964793],USDT[0.0000000097232991]"
07007545,"BAO[861330.4427217900000000],GBP[0.7896925816540635],KIN[8354221.8805346700000000],SHIB[15723270.4402515700000000],SNX[80.4584069700000000],SPELL[194588.4939823500000000],TRX[280.3038142900000000],USD[179.5000000435488289]"
07007551,"BTC[0.0035992800000000],USD[81.4528000000000000]"
07007561,USD[200.0100000000000000]
07007562,USDT[0.9416782600000000]
07007572,"APT[0.9952000000000000],BTC[0.0000000023040000],USD[0.4937214684157954]"
07007575,USD[6313.5852152300000000]
07007594,"USD[6.2220884389750000],USDT[0.0000000076121239]"
07007603,"GBP[0.0000023589000628],KIN[1.0000000000000000]"
07007606,"UBXT[1.0000000000000000],USD[0.0000000015446376]"
07007621,"FTT[0.0491784400000000],USD[123.04760256031401650000000000]"
07007622,"AKRO[1.0000000000000000],AUD[0.0000021409137753],BAO[5.0000000000000000],DENT[1.0000000000000000],ETH[0.0388604800000000],KIN[2.0000000000000000],USD[0.0000000080099681],XRP[123.6033376700000000]"
07007631,"ETH[0.0260000000000000],USD[0.9589758790000000]"
07007635,"AKRO[1.0000000000000000],BAO[9.0000000000000000],BTC[0.0000000500000000],DENT[1.0000000000000000],DOGE[1233.1387933700000000],GMT[0.5456723500000000],HOLY[0.0000091600000000],KIN[6.0000000000000000],LTC[0.7125935300000000],NFT(468881458500455840)[1],TRX[2.0000120000000000],UBXT[2.0000000000000000],USD[0.0000000088477499],USDT[3.2022485207943337]"
07007644,"DENT[1.0000000000000000],NFT (366790158377948246)[1],TRX[0.0000640000000000],USDT[0.0050156987797146]"
07007661,BUSD[1910.7332361400000000]
07007673,"USD[0.3907634063503023],USDT[0.0000000151807370]"
07007684,USD[4084.1862736400000000]
07007694,"CHZ[1.0000000000000000],FTT[2030.2333630900000000],TOMO[1.0000000000000000],TRX[0.9668070000000000],USD[9125.1521251000000000],USDT[0.0037333850601088]"
07007699,"BAO[1.0000000000000000],ETH[0.0149265400000000],USD[0.0000065439382868]"
07007704,"LTC[0.0096640000000000],TRX[0.0101310000000000],USD[0.3548680475000000],USDT[0.0000000060000000]"
07007716,"USD[0.0001755556516224],USDT[0.0000000044664112]"
07007735,XRP[5353.4992905400000000]
07007748,"BAT[17.3920735100000000],GBP[0.0000498901218975],USD[0.0000000093878945]"
07007765,"BTC[0.0000068900000000],ETH[0.0005206200000000],KNC[0.2956201765205000],USDT[3.1000000000000000]"
07007776,USD[0.0073231975850000]
07007804,"TRX[0.0000830000000000],USDT[0.0057935451778000]"
07007819,"TRX[0.0000060000000000],USDT[0.0079473312500000]"
07007820,USDT[0.5521146130000000]
07007827,"ETHW[0.0005641600000000],REN[0.8000000000000000],SNX[0.0072000000000000],USD[0.0099578310000000],USDT[0.0700000000000000]"
07007832,"TRX[0.3252670000000000],USDT[13.2838730129500000]"
07007837,"BAO[1.0000000000000000],SHIB[1078431.3725490100000000],USD[0.0000000000000980]"
07007839,"USD[6.0000000068627188],USDT[0.0740209800000000]"
07007860,USD[0.0000000057750000]
07007863,"TRX[2.6278750000000000],USDT[6.1988950000000000]"
07007869,USD[0.0086587734600000]
07007878,"AXS[0.4000000000000000],GRT[58.0000000000000000],USD[0.6204389000000000]"
07007882,USD[0.0000000041350000]
07007894,"BNB[1.1169153656398720],CHF[0.0000013168186990],EUR[0.0000023663508835]"
07007912,"ETH[7.0488305400000000],NFT (479369766285215323)[1]"
07007918,USDT[400.0000000000000000]
07007927,"USD[0.0160589234000000],USDT[15196.0303260000000000]"
07007928,"AVAX[0.0000191800000000],KIN[2.0000000000000000],TRX[0.0011495610147251],USDT[0.0000000069581948]"
07007930,"USD[0.0000000107527572],USDT[0.0000000002483928]"
07007935,"MATIC[0.0086749600000000],TRX[4.1620106200000000],USDT[3.7233487691691834]"
07007944,"ETH[0.0000000033185000],LTC[0.0000000039905255]"
07007945,"SOL[2.2743193900000000],TRX[67.9964000000000000],USDT[0.2466657700000000]"
07007946,SOL[9.7403805100000000]
07007963,"AKRO[1.0000000000000000],BAO[2.0000000000000000],GBP[0.7204068062442256],KIN[4.0000000000000000],SECO[1.0000000000000000],TRX[1.0000000000000000]"
07007970,USD[0.0031728738650000]
07007976,"BTC[0.0000000010000000],ETH[0.0003259600000000],FTT[25.0000000000000000],TRX[0.0000110000000000],USD[16.4885611520885128],USDT[0.0000000083324268]"
07007986,"USD[0.0000000094301411],USDT[0.0000000019536358]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07008000,"USD[1.6930928800000000],USDC[10063.0000000000000000]"
07008012,GBP[0.0001215435603884]
07008022,"WRX[1.5445119100000000],XRP[0.4938213900000000]"
07008026,"TRX[0.0000090000000000],USD[-7.7694559262250000],USDT[50.0000000000000000]"
07008049,"BRL[577.0000000000000000],BRZ[0.9471882700000000],TRX[0.0000750000000000],USDT[0.1500000076534590]"
07008057,"USD[1.3158402966500000],USDT[99.0299076500000000]"
07008063,"USD[0.0000000087654574],USDT[0.0000000098471872]"
07008067,"USD[-2.0867858862500000],USDT[60.2943850000000000]"
